Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Order Date
Standard Class,Home Office,United States,Oklahoma City,Oklahoma,73120,Central,Office Supplies,Labels,20.16,7,0,9.8784,10/6/2024 6:39
Standard Class,Home Office,United States,Oklahoma City,Oklahoma,73120,Central,Office Supplies,Labels,29.46,6,0,14.4354,3/9/2025 5:59
Standard Class,Home Office,United States,Oklahoma City,Oklahoma,73120,Central,Office Supplies,Appliances,868.59,3,0,251.8911,6/8/2025 11:54
Standard Class,Home Office,United States,Oklahoma City,Oklahoma,73120,Central,Office Supplies,Paper,12.96,2,0,6.2208,7/18/2023 12:18
Standard Class,Home Office,United States,Oklahoma City,Oklahoma,73120,Central,Technology,Phones,5.5,1,0,1.375,6/27/2023 22:28
Standard Class,Home Office,United States,Oklahoma City,Oklahoma,73120,Central,Office Supplies,Binders,121.6,4,0,55.936,5/30/2024 15:24
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Art,42.048,9,0.2,5.256,9/30/2023 11:40
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Technology,Accessories,25.488,2,0.2,4.4604,8/9/2023 6:37
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Binders,6.9,3,0.8,-12.075,12/22/2023 17:03
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Binders,9.648,6,0.8,-16.884,2/11/2024 22:59
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Paper,7.968,2,0.2,2.8884,1/13/2025 19:21
Standard Class,Home Office,United States,Fort Lauderdale,Florida,33311,South,Office Supplies,Paper,10.368,2,0.2,3.6288,5/28/2024 20:17
Standard Class,Corporate,United States,Little Rock,Arkansas,72209,South,Office Supplies,Paper,114.2,5,0,52.532,11/2/2025 6:05
Standard Class,Corporate,United States,Little Rock,Arkansas,72209,South,Office Supplies,Binders,17.96,4,0,8.2616,7/3/2025 20:59
Standard Class,Corporate,United States,Little Rock,Arkansas,72209,South,Office Supplies,Fasteners,12.67,7,0,4.5612,11/21/2025 18:12
Standard Class,Corporate,United States,Little Rock,Arkansas,72209,South,Technology,Accessories,339.96,4,0,122.3856,6/20/2025 5:10
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Storage,1801.632,6,0.2,-337.806,6/15/2024 7:35
First Class,Corporate,United States,La Quinta,California,92253,West,Technology,Accessories,46.32,4,0,18.0648,12/17/2024 16:27
Second Class,Consumer,United States,Cleveland,Ohio,44105,East,Furniture,Chairs,181.986,2,0.3,-54.5958,6/9/2023 0:12
Second Class,Consumer,United States,Cleveland,Ohio,44105,East,Technology,Phones,431.976,4,0.4,-100.7944,1/27/2025 20:58
Second Class,Consumer,United States,Cleveland,Ohio,44105,East,Technology,Phones,155.37,1,0.4,-36.253,7/9/2024 8:49
Same Day,Corporate,United States,San Francisco,California,94122,West,Furniture,Chairs,1348.704,6,0.2,-219.1644,7/5/2025 20:56
Same Day,Corporate,United States,San Francisco,California,94122,West,Furniture,Chairs,700.152,3,0.2,78.7671,12/13/2025 6:23
Standard Class,Corporate,United States,Scottsdale,Arizona,85254,West,Furniture,Furnishings,111.888,7,0.2,22.3776,3/23/2025 5:55
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Appliances,143.952,3,0.2,14.3952,4/3/2023 15:02
Standard Class,Home Office,United States,Malden,Massachusetts,2148,East,Furniture,Bookcases,173.94,3,0,13.9152,9/20/2025 16:35
Standard Class,Home Office,United States,Malden,Massachusetts,2148,East,Office Supplies,Labels,14.76,4,0,6.9372,11/9/2023 13:35
Standard Class,Consumer,United States,San Jose,California,95123,West,Office Supplies,Storage,205.92,4,0,2.0592,6/11/2024 11:42
Standard Class,Consumer,United States,San Jose,California,95123,West,Furniture,Bookcases,102.833,1,0.15,-6.049,7/15/2024 11:23
Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Art,2.304,1,0.2,0.2592,4/26/2024 17:59
Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Technology,Phones,1879.96,5,0.2,211.4955,9/16/2024 21:12
Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Paper,313.024,8,0.2,105.6456,9/6/2023 11:34
Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Labels,5.04,2,0.2,1.764,2/19/2023 3:43
Standard Class,Consumer,United States,Henderson,Kentucky,42420,South,Furniture,Furnishings,821.88,6,0,213.6888,9/24/2025 8:47
Standard Class,Consumer,United States,Henderson,Kentucky,42420,South,Office Supplies,Binders,21.96,2,0,10.7604,1/15/2025 8:18
Standard Class,Home Office,United States,Columbia,South Carolina,29203,South,Office Supplies,Paper,25.92,4,0,12.4416,12/3/2025 19:02
Standard Class,Consumer,United States,Tallahassee,Florida,32303,South,Technology,Phones,705.544,7,0.2,70.5544,12/11/2024 8:14
Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Accessories,50,2,0,12,1/27/2024 17:13
Standard Class,Corporate,United States,Houston,Texas,77070,Central,Furniture,Furnishings,51.712,8,0.6,-32.32,2/27/2024 23:36
Standard Class,Corporate,United States,Coral Springs,Florida,33065,South,Office Supplies,Appliances,6.992,2,0.2,0.5244,6/29/2025 17:57
Standard Class,Consumer,United States,Orem,Utah,84057,West,Furniture,Bookcases,1406.86,7,0,140.686,7/8/2024 2:40
Standard Class,Consumer,United States,Orem,Utah,84057,West,Office Supplies,Labels,15.75,5,0,7.56,7/23/2023 23:40
Standard Class,Consumer,United States,Orem,Utah,84057,West,Office Supplies,Storage,323.1,2,0,61.389,12/22/2024 12:59
Standard Class,Consumer,United States,Nashville,Tennessee,37211,South,Office Supplies,Labels,9.216,4,0.2,3.3408,3/8/2025 8:02
Standard Class,Consumer,United States,Nashville,Tennessee,37211,South,Office Supplies,Paper,10.368,2,0.2,3.6288,1/4/2023 19:25
Second Class,Corporate,United States,New York City,New York,10009,East,Technology,Accessories,15.02,1,0,2.7036,8/11/2023 23:06
Second Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Storage,33.82,2,0,9.1314,2/26/2024 10:31
First Class,Consumer,United States,Bowling Green,Kentucky,42104,South,Technology,Accessories,71,4,0,27.69,8/20/2025 22:54
Second Class,Consumer,United States,Bellingham,Washington,98226,West,Office Supplies,Binders,25.12,5,0.2,7.85,7/12/2024 14:21
Second Class,Consumer,United States,Bellingham,Washington,98226,West,Furniture,Tables,2665.62,9,0,239.9058,9/30/2024 6:46
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Storage,478.08,8,0,133.8624,8/15/2024 10:14
Same Day,Corporate,United States,Newark,Ohio,43055,East,Technology,Phones,164.388,2,0.4,-35.6174,7/29/2024 0:14
Same Day,Corporate,United States,Newark,Ohio,43055,East,Office Supplies,Art,13.248,4,0.2,3.6432,9/7/2025 7:54
Standard Class,Home Office,United States,Woodstock,Illinois,60098,Central,Office Supplies,Art,2.912,2,0.2,0.91,1/3/2024 21:06
Second Class,Consumer,United States,Carrollton,Texas,75007,Central,Technology,Accessories,1399.944,7,0.2,52.4979,1/20/2025 15:20
Standard Class,Home Office,United States,Lafayette,Indiana,47905,Central,Furniture,Furnishings,526.45,5,0,31.587,9/14/2024 6:30
Standard Class,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Envelopes,16.23,3,0,7.9527,6/3/2023 20:04
Standard Class,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Binders,319.9,5,0,156.751,8/21/2024 2:41
Standard Class,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Envelopes,11.36,2,0,5.3392,6/30/2025 22:25
Standard Class,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Appliances,675.12,3,0,290.3016,5/31/2024 23:34
Standard Class,Home Office,United States,Alexandria,Virginia,22304,South,Furniture,Furnishings,62.82,3,0,30.7818,4/30/2023 17:38
Standard Class,Home Office,United States,Alexandria,Virginia,22304,South,Office Supplies,Storage,489.92,8,0,0,8/31/2023 15:17
Standard Class,Home Office,United States,Alexandria,Virginia,22304,South,Office Supplies,Paper,19.44,3,0,9.3312,5/8/2023 21:39
Standard Class,Home Office,United States,Alexandria,Virginia,22304,South,Office Supplies,Paper,16.68,2,0,8.34,4/4/2025 16:14
Standard Class,Home Office,United States,Alexandria,Virginia,22304,South,Technology,Phones,155.35,13,0,0,7/9/2023 8:05
Standard Class,Home Office,United States,Alexandria,Virginia,22304,South,Furniture,Furnishings,12.42,3,0,4.4712,3/4/2023 2:56
Standard Class,Home Office,United States,Alexandria,Virginia,22304,South,Technology,Phones,187.98,2,0,52.6344,7/18/2023 2:11
Standard Class,Corporate,United States,Haltom City,Texas,76117,Central,Office Supplies,Envelopes,6.608,2,0.2,2.1476,4/10/2023 2:44
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Storage,248.57,7,0,67.1139,4/6/2023 1:03
Standard Class,Consumer,United States,New York City,New York,10024,East,Furniture,Furnishings,22.23,1,0,9.7812,1/20/2024 15:25
Standard Class,Home Office,United States,Los Angeles,California,90004,West,Office Supplies,Storage,5.98,1,0,1.0166,11/30/2024 11:06
Standard Class,Home Office,United States,Los Angeles,California,90004,West,Technology,Phones,246.168,3,0.2,21.5397,7/27/2024 11:12
Standard Class,Consumer,United States,Wheeling,Illinois,60090,Central,Furniture,Furnishings,14.136,2,0.6,-7.7748,11/25/2024 15:22
Standard Class,Consumer,United States,Wheeling,Illinois,60090,Central,Furniture,Tables,601.47,3,0.5,-300.735,4/5/2025 23:35
Second Class,Corporate,United States,Summerville,South Carolina,29483,South,Technology,Phones,79.1,2,0,39.55,12/8/2025 9:49
Second Class,Corporate,United States,Summerville,South Carolina,29483,South,Office Supplies,Binders,327.84,8,0,157.3632,6/19/2025 5:03
Standard Class,Corporate,United States,Columbus,Indiana,47201,Central,Office Supplies,Envelopes,180.96,2,0,81.432,1/9/2025 9:53
Standard Class,Corporate,United States,Columbus,Indiana,47201,Central,Office Supplies,Binders,914.97,3,0,411.7365,2/9/2024 4:08
Standard Class,Corporate,United States,Columbus,Indiana,47201,Central,Technology,Phones,587.97,3,0,158.7519,9/20/2023 23:24
Standard Class,Corporate,United States,Columbus,Indiana,47201,Central,Office Supplies,Storage,530.34,2,0,95.4612,8/21/2024 17:19
Standard Class,Corporate,United States,Columbus,Indiana,47201,Central,Office Supplies,Paper,14.94,3,0,7.3206,1/30/2025 15:20
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Appliances,121.94,2,0,35.3626,5/4/2023 14:38
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Supplies,122.71,7,0,36.813,5/13/2023 7:34
Same Day,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,14.94,3,0,7.0218,10/17/2023 5:03
Same Day,Consumer,United States,New York City,New York,10035,East,Technology,Machines,1349.85,3,0,364.4595,10/2/2023 11:44
Same Day,Consumer,United States,New York City,New York,10035,East,Furniture,Bookcases,136.784,1,0.2,5.1294,1/7/2025 10:00
Same Day,Consumer,United States,New York City,New York,10035,East,Furniture,Furnishings,61.12,4,0,20.7808,4/24/2024 23:09
Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Binders,1.167,1,0.7,-0.8558,7/18/2025 22:51
Standard Class,Home Office,United States,San Diego,California,92024,West,Office Supplies,Art,16.99,1,0,4.9271,12/3/2025 3:23
Standard Class,Corporate,United States,Arlington,Texas,76017,Central,Technology,Accessories,24.672,3,0.2,0,11/7/2023 4:55
Standard Class,Corporate,United States,Arlington,Texas,76017,Central,Office Supplies,Labels,2.52,1,0.2,0.882,3/25/2025 11:35
Standard Class,Corporate,United States,Arlington,Texas,76017,Central,Furniture,Tables,1218.735,5,0.3,-121.8735,2/27/2025 17:43
Standard Class,Corporate,United States,Arlington,Texas,76017,Central,Office Supplies,Labels,5.904,2,0.2,1.9926,12/28/2024 12:44
Standard Class,Corporate,United States,Arlington,Texas,76017,Central,Office Supplies,Paper,15.696,3,0.2,5.1012,10/13/2025 5:41
Standard Class,Corporate,United States,Arlington,Texas,76017,Central,Furniture,Furnishings,6.096,3,0.6,-3.9624,2/19/2025 5:02
Standard Class,Corporate,United States,Los Angeles,California,90045,West,Furniture,Chairs,41.568,2,0.2,2.598,6/7/2024 4:24
Standard Class,Corporate,United States,Los Angeles,California,90049,West,Furniture,Chairs,230.28,3,0.2,23.028,2/29/2024 2:39
Standard Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Binders,18.288,6,0.2,5.715,4/19/2025 14:18
Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Labels,5.78,2,0,2.7166,10/4/2023 10:22
Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Binders,121.68,13,0.2,38.025,5/26/2023 10:46
Standard Class,Corporate,United States,Carlsbad,New Mexico,88220,West,Office Supplies,Art,4.17,3,0,1.0842,8/30/2025 22:16
Standard Class,Corporate,United States,Carlsbad,New Mexico,88220,West,Technology,Phones,67.04,4,0.2,6.704,2/25/2024 11:54
Standard Class,Corporate,United States,Carlsbad,New Mexico,88220,West,Office Supplies,Storage,37.32,3,0,10.4496,11/13/2024 11:02
Standard Class,Corporate,United States,Carlsbad,New Mexico,88220,West,Office Supplies,Labels,18.45,5,0,8.6715,8/14/2023 19:17
Second Class,Corporate,United States,Saint Louis,Missouri,63116,Central,Office Supplies,Paper,25.92,4,0,12.4416,3/24/2024 20:37
First Class,Home Office,United States,New York City,New York,10024,East,Technology,Copiers,11199.968,4,0.2,3919.9888,7/11/2023 16:38
First Class,Home Office,United States,New York City,New York,10024,East,Technology,Phones,2399.6,8,0,647.892,7/2/2025 18:25
First Class,Home Office,United States,New York City,New York,10024,East,Office Supplies,Envelopes,63.9,5,0,28.755,7/16/2023 9:44
First Class,Home Office,United States,New York City,New York,10024,East,Technology,Phones,52.99,1,0,0.5299,10/13/2025 20:17
First Class,Corporate,United States,Springfield,Ohio,45503,East,Technology,Accessories,60.864,4,0.2,9.1296,9/14/2025 18:14
First Class,Corporate,United States,Springfield,Ohio,45503,East,Technology,Machines,652.995,7,0.7,-935.9595,7/5/2025 7:22
First Class,Corporate,United States,Springfield,Ohio,45503,East,Office Supplies,Binders,11.22,10,0.7,-7.48,12/28/2023 20:37
Standard Class,Consumer,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Paper,14.94,3,0,7.0218,10/17/2023 13:11
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Furnishings,39.96,2,0,17.1828,10/31/2023 14:43
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Chairs,42.624,2,0.2,4.2624,10/27/2023 7:36
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Chairs,220.96,1,0.2,24.858,7/20/2023 11:07
Second Class,Corporate,United States,Fayetteville,North Carolina,28314,South,Furniture,Furnishings,4.928,2,0.2,0.7392,4/7/2023 19:21
Second Class,Corporate,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Binders,7.23,5,0.7,-5.784,4/7/2023 11:50
Standard Class,Corporate,United States,Los Angeles,California,90045,West,Office Supplies,Storage,323.1,2,0,61.389,5/3/2024 15:20
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,19.04,4,0,9.3296,10/16/2024 0:26
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,13.128,3,0.2,4.2666,9/22/2023 22:12
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Art,64.14,3,0,16.6764,3/24/2023 23:11
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Chairs,858.24,4,0.1,143.04,8/5/2025 11:30
Standard Class,Consumer,United States,Hot Springs,Arkansas,71901,South,Technology,Accessories,29.99,1,0,2.999,7/21/2024 12:43
First Class,Consumer,United States,Aurora,Illinois,60505,Central,Office Supplies,Paper,186.048,6,0.2,67.4424,2/2/2025 11:02
Second Class,Home Office,United States,Raleigh,North Carolina,27604,South,Technology,Phones,36.792,1,0.2,4.1391,2/13/2025 22:35
Second Class,Home Office,United States,Raleigh,North Carolina,27604,South,Furniture,Furnishings,18.624,8,0.2,6.2856,11/19/2025 20:54
Second Class,Consumer,United States,Tulsa,Oklahoma,74133,Central,Furniture,Furnishings,57.69,3,0,23.6529,10/24/2025 18:18
Second Class,Consumer,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Binders,42.81,3,0,20.1207,3/8/2025 17:21
Second Class,Consumer,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Paper,12.96,2,0,6.2208,10/6/2025 1:50
Second Class,Consumer,United States,Tulsa,Oklahoma,74133,Central,Furniture,Furnishings,821.88,6,0,213.6888,7/31/2025 10:03
Second Class,Consumer,United States,Tulsa,Oklahoma,74133,Central,Technology,Phones,104.85,3,0,28.3095,5/16/2024 17:57
Standard Class,Corporate,United States,Hesperia,California,92345,West,Furniture,Bookcases,424.9575,5,0.15,19.998,12/5/2023 15:12
Second Class,Corporate,United States,Provo,Utah,84604,West,Office Supplies,Binders,10.776,3,0.2,3.5022,4/30/2025 22:58
Second Class,Corporate,United States,Provo,Utah,84604,West,Office Supplies,Binders,11.784,3,0.2,4.2717,3/13/2025 17:01
